parcel_id,zona_provincia,tipo_olivar,riego,superficie_ha,variedad,estado_fenologico,tipo_suelo,drenaje,pendiente_%,distancia_rio_m,altitud_m,rain_72h_mm,rain_7d_mm,temp_media_7d,humedad_suelo_%,profundidad_suelo_cm,materia_organica_%,rendimiento_esperado_kg_ha,precio_mercado_eur_kg,coste_variable_ha,duracion_encharcamiento_dias,pct_perdida
OLV_42_2205,Jaén,Tradicional,Riego,44.75,Picual,Engorde,Limoso,Malo,5.5,1322.3,563.0,37.9,64.8,21.3,50.0,138,1.83,8167,0.84,1046,0.93,0.0
OLV_42_2206,Cadiz,Intensivo,Secano,34.68,Manzanilla,Cuajado,Franco-arcilloso,Malo,4.6,521.0,60.0,91.7,159.0,19.6,79.0,57,1.82,6320,0.78,1374,4.02,0.0487
OLV_42_2207,Jaén,Tradicional,Secano,32.48,Picual,Brotacion,Arenoso,Malo,6.5,1949.3,388.0,85.1,180.4,15.8,26.4,113,0.84,5802,0.84,1461,1.5,0.0
OLV_42_2208,Jaén,Tradicional,Secano,17.3,Picual,Brotacion,Limoso,Bueno,2.3,293.7,578.0,70.4,134.8,19.9,73.7,39,2.4,5300,0.8,1186,2.43,0.0
OLV_42_2209,Jaén,Intensivo,Riego,31.46,Picual,Brotacion,Franco,Moderado,1.7,1048.4,602.0,53.1,94.0,15.5,47.7,55,1.13,10687,0.83,1562,0.81,0.0
OLV_42_2210,Córdoba,Intensivo,Riego,9.69,Cornicabra,Brotacion,Arenoso,Malo,3.3,838.6,278.0,54.6,78.3,22.4,34.9,61,1.82,10240,0.83,1714,0.23,0.0
OLV_42_2211,Córdoba,Tradicional,Secano,12.45,Cornicabra,Brotacion,Limoso,Malo,2.1,1487.2,419.0,8.5,30.5,11.2,50.5,90,0.99,5428,0.79,1172,0.09,0.0
OLV_42_2212,Córdoba,Intensivo,Secano,26.56,Picual,Cuajado,Franco-arcilloso,Bueno,0.2,873.7,376.0,86.0,269.0,18.5,53.6,89,2.37,6323,0.79,1319,2.46,0.0
OLV_42_2213,Granada,Tradicional,Secano,49.1,Hojiblanca,Floracion,Franco,Bueno,10.7,1510.4,811.0,213.2,239.5,16.9,47.1,112,2.65,5030,0.81,1240,4.0,0.0337
OLV_42_2214,Jaén,Tradicional,Riego,37.28,Picual,Brotacion,Franco-arcilloso,Moderado,7.2,2006.4,550.0,46.5,115.5,18.5,41.2,113,1.6,8326,0.83,1417,0.6,0.0
OLV_42_2215,Jaén,Intensivo,Secano,23.58,Hojiblanca,Brotacion,Arcilloso,Bueno,4.5,777.0,495.0,70.3,144.1,19.9,37.8,67,2.29,6458,0.76,1428,1.46,0.0
OLV_42_2216,Jaén,Tradicional,Secano,31.85,Picual,Cuajado,Arenoso,Malo,4.8,1450.1,680.0,90.6,331.1,16.4,23.9,123,2.09,5636,0.82,1093,0.83,0.0
OLV_42_2217,Jaén,Tradicional,Secano,17.75,Picual,Cuajado,Arenoso,Malo,5.6,2105.8,444.0,146.1,184.4,16.3,34.0,92,0.97,5663,0.79,1149,2.64,0.0
OLV_42_2218,Granada,Tradicional,Secano,45.56,Cornicabra,Cuajado,Arcilloso,Bueno,5.0,483.6,732.0,32.8,83.0,14.8,41.6,112,2.85,5448,0.85,1158,0.87,0.0
OLV_42_2219,Sevilla,Intensivo,Secano,31.35,Hojiblanca,Brotacion,Limoso,Moderado,4.5,1687.8,34.0,14.4,35.5,21.2,27.0,144,1.95,6591,0.79,1474,0.0,0.0
OLV_42_2220,Granada,Tradicional,Riego,33.63,Picual,Cuajado,Arcilloso,Moderado,7.4,2063.4,697.0,119.4,216.7,16.1,74.1,62,2.45,8819,0.85,1365,3.51,0.1257
OLV_42_2221,Sevilla,Intensivo,Secano,28.61,Hojiblanca,Engorde,Franco,Moderado,3.8,512.1,110.0,76.5,100.9,14.4,61.7,71,1.05,6513,0.76,1525,0.74,0.0
OLV_42_2222,Granada,Intensivo,Secano,49.47,Picual,Cuajado,Arcilloso,Malo,6.2,548.9,668.0,207.3,380.0,17.2,82.0,134,1.76,7135,0.84,1507,4.9,0.246
OLV_42_2223,Córdoba,Tradicional,Riego,5.14,Hojiblanca,Engorde,Franco-arcilloso,Moderado,3.8,969.7,462.0,50.8,86.4,13.4,59.9,71,2.86,7884,0.77,1241,1.69,0.0
OLV_42_2224,Málaga,Tradicional,Secano,4.96,Cornicabra,Engorde,Franco-arcilloso,Bueno,2.9,969.6,336.0,73.0,101.7,17.1,34.4,62,2.01,5136,0.79,1148,0.27,0.0
OLV_42_2225,Sevilla,Tradicional,Secano,3.32,Hojiblanca,Brotacion,Limoso,Moderado,12.9,304.2,221.0,98.0,117.4,21.5,73.0,96,2.36,4934,0.76,1310,1.09,0.0
OLV_42_2226,Sevilla,Tradicional,Secano,15.0,Picual,Brotacion,Arenoso,Moderado,3.8,286.5,198.0,125.4,263.9,13.6,27.9,32,0.95,5407,0.79,1210,1.38,0.0
OLV_42_2227,Jaén,Tradicional,Secano,39.06,Picual,Cuajado,Franco,Moderado,6.8,2265.1,642.0,64.2,125.1,15.3,25.4,68,1.69,5319,0.82,1011,1.27,0.0
OLV_42_2228,Granada,Tradicional,Secano,13.17,Manzanilla,Brotacion,Arenoso,Malo,9.6,1415.8,580.0,133.6,316.5,17.4,36.0,70,2.76,4526,0.75,1205,2.16,0.0
OLV_42_2229,Córdoba,Superintensivo,Secano,17.63,Picual,Brotacion,Franco-arcilloso,Malo,4.1,2099.6,343.0,96.1,203.0,12.9,74.2,31,2.21,8095,0.86,1690,4.22,0.0159
OLV_42_2230,Granada,Tradicional,Secano,31.75,Hojiblanca,Floracion,Arenoso,Bueno,1.7,1399.8,567.0,54.5,110.4,9.9,31.4,148,2.58,5566,0.77,1082,0.81,0.0
OLV_42_2231,Córdoba,Tradicional,Secano,48.78,Picual,Cuajado,Arcilloso,Bueno,2.9,145.0,248.0,71.0,224.4,18.8,68.2,114,2.99,5598,0.84,1052,2.31,0.0
OLV_42_2232,Granada,Tradicional,Riego,46.66,Hojiblanca,Engorde,Arenoso,Moderado,7.5,306.5,753.0,321.4,380.0,14.8,50.6,59,1.34,7867,0.83,1329,3.04,0.0509
OLV_42_2233,Córdoba,Tradicional,Secano,6.95,Picual,Cuajado,Franco-arcilloso,Moderado,5.2,1195.1,362.0,23.7,80.9,11.7,31.9,44,2.2,5090,0.85,1120,0.0,0.0
OLV_42_2234,Málaga,Superintensivo,Riego,25.17,Arbequina,Reposo,Arenoso,Malo,3.8,65.6,251.0,159.4,295.3,19.0,66.6,59,2.31,12000,0.91,1925,4.35,0.0245
OLV_42_2235,Málaga,Tradicional,Secano,36.57,Picual,Cuajado,Limoso,Moderado,4.6,1523.9,237.0,54.4,200.7,11.8,35.0,85,1.75,5256,0.79,1111,0.45,0.0
OLV_42_2236,Granada,Tradicional,Secano,25.29,Picual,Engorde,Arenoso,Malo,2.7,2047.8,781.0,111.4,170.7,14.7,32.0,71,1.79,5109,0.85,1074,1.37,0.0
OLV_42_2237,Sevilla,Intensivo,Riego,24.07,Hojiblanca,Engorde,Limoso,Moderado,0.5,819.3,177.0,10.5,18.8,15.6,33.4,106,2.93,12000,0.81,1517,0.01,0.0
OLV_42_2238,Córdoba,Tradicional,Secano,20.37,Arbequina,Engorde,Franco,Bueno,4.5,1874.8,188.0,93.2,252.3,22.8,30.9,95,1.78,5071,0.91,938,1.1,0.0
OLV_42_2239,Granada,Tradicional,Secano,31.02,Hojiblanca,Engorde,Arenoso,Moderado,5.7,1090.1,495.0,80.9,234.3,17.1,37.9,111,0.89,5006,0.79,1310,1.75,0.0
OLV_42_2240,Córdoba,Tradicional,Riego,43.78,Hojiblanca,Cuajado,Franco-arcilloso,Malo,2.9,614.9,300.0,245.7,380.0,17.2,82.0,120,1.0,9016,0.78,1450,5.43,0.204
OLV_42_2241,Córdoba,Tradicional,Secano,32.74,Hojiblanca,Engorde,Arcilloso,Bueno,4.6,973.9,388.0,88.7,336.3,18.6,74.6,64,3.0,5093,0.77,1174,1.84,0.0
OLV_42_2242,Córdoba,Intensivo,Secano,9.35,Picual,Brotacion,Arenoso,Moderado,1.8,75.2,251.0,200.6,380.0,16.0,43.1,49,1.95,7138,0.85,1312,3.51,0.0459
OLV_42_2243,Sevilla,Superintensivo,Secano,13.31,Arbequina,Brotacion,Arenoso,Moderado,0.6,1472.7,163.0,46.5,63.5,15.8,28.1,116,1.95,8343,0.88,1719,0.0,0.0
OLV_42_2244,Jaén,Tradicional,Secano,46.95,Picual,Engorde,Franco,Malo,19.4,1948.7,394.0,239.4,296.5,18.3,38.8,109,2.57,5265,0.79,1601,2.79,0.0
OLV_42_2245,Jaén,Tradicional,Secano,46.72,Picual,Engorde,Arenoso,Malo,3.0,1012.3,450.0,50.6,55.6,16.1,24.6,78,1.94,5702,0.76,1129,0.0,0.0
OLV_42_2246,Córdoba,Intensivo,Secano,7.65,Picual,Reposo,Arenoso,Moderado,3.0,2198.0,347.0,167.5,380.0,27.0,39.8,142,2.79,7029,0.89,1375,1.24,0.0
OLV_42_2247,Jaén,Tradicional,Secano,37.27,Picual,Brotacion,Franco-arcilloso,Malo,5.8,405.5,478.0,274.5,380.0,14.2,82.0,110,1.87,5240,0.81,1060,4.03,0.0879
OLV_42_2248,Málaga,Intensivo,Riego,6.91,Hojiblanca,Cuajado,Franco-arcilloso,Malo,4.0,1463.6,352.0,222.5,380.0,18.6,60.4,95,1.55,11088,0.78,1652,4.1,0.2954
OLV_42_2249,Jaén,Tradicional,Secano,26.7,Manzanilla,Brotacion,Franco-arcilloso,Malo,12.5,1572.1,579.0,68.5,221.3,18.0,44.2,60,2.05,4549,0.81,1205,2.19,0.0
OLV_42_2250,Córdoba,Tradicional,Secano,26.82,Arbequina,Reposo,Arenoso,Bueno,5.6,345.2,349.0,48.7,128.3,11.5,39.6,126,1.27,5152,0.87,1504,0.64,0.0
OLV_42_2251,Málaga,Intensivo,Riego,34.35,Hojiblanca,Floracion,Arenoso,Bueno,1.5,1127.7,148.0,82.3,264.0,13.6,19.0,123,1.29,10485,0.82,1572,0.4,0.0
OLV_42_2252,Málaga,Tradicional,Secano,47.24,Picual,Floracion,Arenoso,Malo,1.5,1408.7,422.0,102.5,329.3,23.7,34.2,76,1.92,5258,0.83,1039,1.1,0.0147
OLV_42_2253,Jaén,Tradicional,Secano,2.13,Picual,Reposo,Arenoso,Moderado,5.3,2110.7,581.0,105.7,237.8,16.1,23.4,105,2.1,5191,0.81,1202,0.66,0.0
OLV_42_2254,Sevilla,Superintensivo,Riego,33.31,Manzanilla,Brotacion,Arenoso,Malo,1.2,1025.7,182.0,49.5,108.8,20.0,35.4,122,0.95,12000,0.81,1772,0.1,0.0
OLV_42_2255,Málaga,Intensivo,Secano,49.26,Hojiblanca,Engorde,Franco,Malo,7.8,1171.5,369.0,34.5,51.0,17.6,27.4,137,1.62,6445,0.79,1457,0.72,0.0
OLV_42_2256,Córdoba,Tradicional,Secano,12.31,Picual,Engorde,Limoso,Bueno,8.4,1045.4,262.0,67.9,227.5,11.6,21.5,82,1.12,5349,0.79,1097,1.41,0.0
OLV_42_2257,Jaén,Tradicional,Riego,41.16,Picual,Brotacion,Franco-arcilloso,Moderado,9.0,1288.6,450.0,18.8,45.7,10.5,38.1,31,1.14,9602,0.78,1406,0.34,0.0
OLV_42_2258,Jaén,Tradicional,Secano,6.75,Picual,Floracion,Arcilloso,Bueno,2.6,116.8,602.0,171.1,380.0,19.5,57.7,37,1.22,4700,0.87,1043,5.16,0.3766
OLV_42_2259,Sevilla,Intensivo,Riego,41.95,Hojiblanca,Engorde,Arcilloso,Malo,3.0,2393.9,30.0,10.5,26.4,21.1,36.7,144,2.18,10395,0.83,1706,0.0,0.0
OLV_42_2260,Sevilla,Intensivo,Riego,5.26,Hojiblanca,Floracion,Arenoso,Malo,3.5,2117.0,177.0,55.5,123.0,20.9,43.8,127,2.19,11940,0.75,1648,0.39,0.0
OLV_42_2261,Córdoba,Tradicional,Secano,3.42,Hojiblanca,Brotacion,Arcilloso,Moderado,5.2,291.3,256.0,29.7,65.0,13.1,55.4,86,1.35,5243,0.79,1138,0.73,0.0
OLV_42_2262,Jaén,Tradicional,Secano,28.61,Picual,Reposo,Franco-arcilloso,Bueno,9.3,1017.9,507.0,130.4,243.2,19.4,37.5,30,0.93,5899,0.86,1342,3.19,0.0
OLV_42_2263,Jaén,Tradicional,Secano,34.22,Picual,Reposo,Arcilloso,Moderado,4.0,1169.3,583.0,124.1,365.5,21.5,65.2,53,1.65,5360,0.79,1106,4.29,0.0227
OLV_42_2264,Córdoba,Tradicional,Secano,16.43,Picual,Floracion,Arenoso,Moderado,5.9,2016.8,422.0,133.4,152.0,16.1,31.2,107,2.52,5082,0.82,1086,1.96,0.0
OLV_42_2265,Córdoba,Intensivo,Riego,29.98,Picual,Engorde,Arcilloso,Bueno,8.4,2304.3,385.0,139.1,380.0,16.2,35.3,89,2.08,11433,0.85,1874,1.6,0.0
OLV_42_2266,Jaén,Tradicional,Riego,39.72,Picual,Brotacion,Arenoso,Bueno,4.4,1172.2,584.0,91.9,180.2,15.3,21.8,69,0.97,8894,0.81,1174,1.11,0.0
OLV_42_2267,Jaén,Tradicional,Riego,43.34,Picual,Cuajado,Limoso,Malo,12.1,986.9,524.0,60.6,164.6,20.6,52.0,37,2.1,8822,0.86,1560,2.41,0.0
OLV_42_2268,Sevilla,Superintensivo,Secano,49.69,Manzanilla,Engorde,Arcilloso,Bueno,0.0,869.7,160.0,39.1,146.0,19.3,37.9,110,1.41,8581,0.72,1945,0.95,0.0
OLV_42_2269,Jaén,Superintensivo,Secano,36.43,Picual,Engorde,Franco,Malo,2.2,1759.2,498.0,72.4,84.6,18.5,60.2,132,2.12,9185,0.75,1767,2.6,0.0
OLV_42_2270,Jaén,Tradicional,Secano,29.49,Picual,Cuajado,Arenoso,Moderado,8.0,1341.4,625.0,13.4,57.9,16.8,40.4,38,1.44,5338,0.79,1253,0.0,0.0
OLV_42_2271,Jaén,Intensivo,Riego,14.42,Hojiblanca,Engorde,Limoso,Bueno,8.3,544.3,726.0,56.6,204.8,14.7,38.2,97,2.84,10960,0.84,1701,0.58,0.0
OLV_42_2272,Córdoba,Tradicional,Secano,33.21,Hojiblanca,Reposo,Arenoso,Malo,2.5,1112.9,281.0,77.4,197.6,16.8,30.1,50,1.54,5456,0.83,1243,2.38,0.0
OLV_42_2273,Córdoba,Superintensivo,Riego,25.5,Hojiblanca,Brotacion,Arcilloso,Bueno,3.2,2008.6,401.0,48.5,177.6,17.2,28.0,41,1.83,12000,0.83,1909,0.38,0.0
OLV_42_2274,Córdoba,Intensivo,Secano,2.95,Arbequina,Floracion,Limoso,Moderado,2.7,498.7,326.0,235.8,380.0,13.8,59.4,69,1.96,6376,0.85,1427,4.36,0.3358
OLV_42_2275,Jaén,Tradicional,Secano,22.06,Picual,Brotacion,Limoso,Moderado,4.5,587.7,734.0,112.1,380.0,20.3,63.9,57,0.93,5240,0.84,1317,3.71,0.0615
OLV_42_2276,Córdoba,Tradicional,Riego,29.66,Hojiblanca,Floracion,Franco-arcilloso,Malo,6.3,269.8,288.0,174.4,380.0,10.1,59.9,131,2.89,8446,0.78,1139,5.5,0.1642
OLV_42_2277,Sevilla,Tradicional,Riego,49.93,Arbequina,Reposo,Limoso,Malo,2.7,1301.3,106.0,122.2,261.1,23.1,65.5,61,1.13,8384,0.86,1201,4.72,0.0
OLV_42_2278,Sevilla,Tradicional,Riego,49.79,Manzanilla,Cuajado,Franco-arcilloso,Malo,5.2,1818.5,207.0,98.2,303.3,19.6,72.3,79,2.61,8212,0.77,1317,2.85,0.0896
OLV_42_2279,Jaén,Tradicional,Secano,26.92,Picual,Engorde,Arcilloso,Moderado,2.0,2129.4,392.0,30.6,68.8,19.1,38.2,148,0.8,5072,0.81,1056,0.39,0.0
OLV_42_2280,Jaén,Tradicional,Secano,43.31,Picual,Brotacion,Franco-arcilloso,Moderado,8.0,466.1,468.0,47.5,122.5,15.5,38.0,108,1.14,5432,0.77,1282,0.49,0.0
OLV_42_2281,Granada,Tradicional,Secano,8.53,Picual,Floracion,Franco-arcilloso,Bueno,6.3,1746.6,633.0,94.5,157.6,17.4,57.4,45,1.83,4958,0.8,1306,1.59,0.0
OLV_42_2282,Cadiz,Intensivo,Riego,46.47,Picual,Engorde,Franco,Malo,0.7,987.9,60.0,70.3,165.7,13.0,73.2,76,2.14,11846,0.82,1572,2.41,0.0
OLV_42_2283,Jaén,Tradicional,Secano,5.81,Picual,Floracion,Arenoso,Moderado,4.8,1769.4,598.0,36.7,41.7,17.3,34.0,33,1.26,5508,0.83,1322,0.27,0.0
OLV_42_2284,Jaén,Tradicional,Secano,37.54,Picual,Reposo,Arcilloso,Malo,13.2,1975.9,548.0,58.4,117.7,10.5,51.6,53,1.95,5155,0.81,1276,0.31,0.0
OLV_42_2285,Sevilla,Intensivo,Riego,20.53,Picual,Reposo,Limoso,Malo,1.7,498.3,273.0,139.3,380.0,12.9,59.3,130,1.73,10820,0.84,1445,3.21,0.0232
OLV_42_2286,Granada,Tradicional,Secano,36.03,Picual,Engorde,Limoso,Moderado,2.5,2313.2,693.0,57.3,149.2,18.4,33.2,74,2.68,5740,0.78,1101,0.0,0.0
OLV_42_2287,Granada,Tradicional,Secano,43.16,Picual,Engorde,Arenoso,Malo,5.6,525.4,736.0,164.4,368.6,13.3,40.6,49,1.97,4893,0.8,1297,3.91,0.0
OLV_42_2288,Córdoba,Tradicional,Riego,47.67,Hojiblanca,Cuajado,Franco-arcilloso,Malo,2.2,1935.2,325.0,8.8,13.8,21.5,30.1,46,1.26,9276,0.81,1389,0.08,0.0
OLV_42_2289,Sevilla,Superintensivo,Riego,33.85,Hojiblanca,Cuajado,Arcilloso,Bueno,3.3,1173.6,0.0,106.3,337.5,25.7,55.1,62,1.17,12000,0.75,1776,3.62,0.1476
OLV_42_2290,Jaén,Tradicional,Secano,8.21,Picual,Floracion,Limoso,Malo,6.6,1827.8,536.0,147.4,380.0,17.4,66.1,135,1.59,5558,0.81,1252,3.06,0.2183
OLV_42_2291,Sevilla,Tradicional,Secano,23.71,Manzanilla,Engorde,Limoso,Malo,7.7,2293.6,132.0,142.4,380.0,19.0,57.7,37,0.93,5057,0.77,1317,3.57,0.2089
OLV_42_2292,Sevilla,Superintensivo,Riego,49.62,Picual,Cuajado,Limoso,Bueno,2.3,1714.7,107.0,89.5,265.1,20.9,52.5,87,1.79,12000,0.8,1756,1.92,0.0213
OLV_42_2293,Granada,Superintensivo,Riego,24.63,Arbequina,Floracion,Franco-arcilloso,Bueno,7.6,677.0,784.0,107.2,337.1,13.9,68.6,55,0.94,12000,0.88,2159,2.04,0.1573
OLV_42_2294,Jaén,Tradicional,Secano,15.61,Picual,Cuajado,Limoso,Moderado,2.5,849.4,560.0,30.4,102.3,16.4,45.7,51,2.95,5604,0.83,1132,1.42,0.0
OLV_42_2295,Málaga,Tradicional,Secano,11.53,Picual,Cuajado,Franco,Bueno,6.1,1964.4,61.0,87.9,230.8,10.4,29.2,72,1.6,4863,0.8,1152,0.93,0.0
OLV_42_2296,Sevilla,Tradicional,Secano,15.31,Hojiblanca,Brotacion,Franco-arcilloso,Moderado,12.1,1016.7,152.0,16.6,55.0,18.7,43.0,110,2.48,5526,0.84,1382,0.0,0.0
OLV_42_2297,Jaén,Tradicional,Riego,49.55,Picual,Engorde,Franco-arcilloso,Moderado,4.3,1681.6,466.0,29.5,69.0,19.2,46.3,110,2.61,8842,0.78,1268,0.0,0.0
OLV_42_2298,Málaga,Tradicional,Secano,49.52,Picual,Reposo,Limoso,Malo,6.1,1577.6,214.0,136.8,290.4,20.7,72.5,145,1.77,5838,0.83,1080,3.45,0.0
OLV_42_2299,Granada,Intensivo,Riego,38.01,Picual,Brotacion,Franco,Bueno,4.4,307.6,569.0,99.1,308.7,21.1,50.9,46,2.8,11832,0.83,1344,3.69,0.0
OLV_42_2300,Málaga,Intensivo,Secano,41.25,Picual,Brotacion,Limoso,Moderado,8.8,281.4,186.0,106.9,339.3,16.0,76.1,78,2.27,6698,0.8,1650,3.23,0.0147
OLV_42_2301,Sevilla,Intensivo,Riego,33.53,Manzanilla,Reposo,Limoso,Moderado,5.4,143.7,147.0,14.9,24.2,13.3,31.4,141,1.2,11314,0.75,1785,0.0,0.0
OLV_42_2302,Córdoba,Tradicional,Secano,5.74,Hojiblanca,Brotacion,Limoso,Malo,7.6,335.2,120.0,105.1,364.3,13.7,63.0,31,1.49,4705,0.79,1005,3.39,0.0673
OLV_42_2303,Jaén,Intensivo,Riego,24.0,Picual,Reposo,Limoso,Moderado,4.5,1090.6,384.0,99.4,243.3,14.5,59.2,37,1.84,11202,0.79,1523,3.2,0.0
OLV_42_2304,Sevilla,Superintensivo,Secano,7.0,Manzanilla,Cuajado,Franco-arcilloso,Malo,1.0,166.0,163.0,85.6,232.0,18.2,78.4,36,2.53,8434,0.78,1709,2.78,0.0843
OLV_42_2305,Málaga,Tradicional,Secano,12.84,Manzanilla,Brotacion,Franco,Moderado,6.6,1517.2,316.0,70.8,207.1,18.8,21.6,92,2.11,4751,0.8,1053,0.89,0.0
OLV_42_2306,Granada,Intensivo,Secano,3.42,Picual,Brotacion,Franco-arcilloso,Bueno,1.5,1677.8,570.0,49.5,82.1,11.7,24.3,98,2.0,6244,0.83,1503,0.0,0.0
OLV_42_2307,Jaén,Intensivo,Secano,25.36,Picual,Brotacion,Arenoso,Malo,7.3,2076.4,482.0,28.0,36.2,18.2,49.7,92,1.95,6393,0.79,1596,0.0,0.0
OLV_42_2308,Sevilla,Tradicional,Secano,23.43,Manzanilla,Cuajado,Limoso,Bueno,9.1,2094.9,140.0,107.1,180.4,23.0,33.0,44,2.71,4704,0.77,1409,2.33,0.0
OLV_42_2309,Málaga,Intensivo,Riego,18.48,Cornicabra,Reposo,Arenoso,Malo,10.2,2071.1,208.0,126.5,380.0,15.8,28.9,74,2.29,11205,0.8,1715,2.03,0.0
OLV_42_2310,Jaén,Tradicional,Secano,34.23,Picual,Brotacion,Arcilloso,Malo,11.8,794.2,631.0,180.6,364.2,13.3,70.7,76,2.4,4924,0.87,1386,3.42,0.0443
OLV_42_2311,Granada,Intensivo,Secano,28.8,Arbequina,Brotacion,Arcilloso,Bueno,5.1,355.5,691.0,46.2,51.2,17.1,43.6,30,1.47,6536,0.87,1571,1.6,0.0
OLV_42_2312,Córdoba,Tradicional,Secano,25.08,Picual,Brotacion,Franco,Malo,8.5,1137.5,290.0,72.4,243.9,20.2,36.5,57,2.08,5390,0.87,1302,1.36,0.0
OLV_42_2313,Málaga,Intensivo,Riego,44.72,Hojiblanca,Reposo,Franco,Moderado,2.8,1087.2,176.0,92.1,313.5,18.8,44.7,62,1.47,11612,0.8,1699,2.76,0.0
OLV_42_2314,Cadiz,Tradicional,Secano,11.64,Manzanilla,Brotacion,Franco,Malo,4.1,1337.5,126.0,75.5,306.8,16.8,49.9,32,2.68,5207,0.79,1023,2.61,0.0
OLV_42_2315,Jaén,Tradicional,Secano,37.92,Picual,Floracion,Limoso,Moderado,7.0,1651.4,666.0,103.7,261.7,16.3,46.1,117,2.75,5523,0.77,960,1.21,0.0542
OLV_42_2316,Jaén,Tradicional,Secano,27.92,Picual,Floracion,Limoso,Bueno,2.8,2230.8,492.0,13.4,46.7,11.7,21.8,122,2.44,5089,0.77,1335,0.0,0.0
OLV_42_2317,Córdoba,Tradicional,Secano,23.07,Manzanilla,Floracion,Franco,Moderado,3.1,342.9,185.0,106.1,255.8,14.9,57.8,55,1.38,4823,0.82,871,3.86,0.1603
OLV_42_2318,Granada,Intensivo,Riego,17.75,Hojiblanca,Engorde,Franco,Bueno,1.8,1619.9,724.0,82.7,234.0,16.7,34.2,97,2.03,10036,0.86,1416,1.25,0.0
OLV_42_2319,Málaga,Tradicional,Riego,17.63,Picual,Engorde,Franco-arcilloso,Bueno,9.2,299.5,328.0,54.4,63.4,14.5,45.6,92,2.37,9186,0.81,1427,0.0,0.0
OLV_42_2320,Córdoba,Intensivo,Riego,36.56,Hojiblanca,Cuajado,Franco-arcilloso,Malo,6.5,195.0,357.0,141.7,220.7,13.7,66.1,80,1.25,10470,0.85,1568,4.72,0.2388
OLV_42_2321,Granada,Intensivo,Secano,40.49,Picual,Reposo,Franco,Malo,1.8,150.4,673.0,39.7,95.6,11.3,79.6,118,2.34,6563,0.82,1120,2.0,0.0
OLV_42_2322,Córdoba,Tradicional,Riego,4.65,Picual,Engorde,Arenoso,Malo,3.9,2051.5,204.0,19.2,38.2,17.3,26.0,136,1.42,9763,0.85,1398,0.17,0.0
OLV_42_2323,Cadiz,Tradicional,Secano,12.98,Manzanilla,Reposo,Arcilloso,Bueno,1.5,337.3,22.0,24.3,69.0,19.5,46.5,120,1.41,5075,0.78,1161,0.0,0.0
OLV_42_2324,Málaga,Tradicional,Secano,30.87,Hojiblanca,Reposo,Limoso,Malo,12.3,1879.4,198.0,65.2,92.3,8.7,39.1,141,1.5,5083,0.81,1289,0.12,0.0
OLV_42_2325,Córdoba,Intensivo,Riego,46.34,Arbequina,Floracion,Limoso,Bueno,0.6,2385.3,228.0,287.1,380.0,16.4,53.0,148,2.11,12000,0.88,1438,4.16,0.1215
OLV_42_2326,Jaén,Intensivo,Riego,32.68,Picual,Brotacion,Arcilloso,Moderado,3.1,453.5,543.0,26.2,88.5,19.5,42.8,45,1.24,11663,0.89,1829,1.13,0.0
OLV_42_2327,Málaga,Tradicional,Secano,34.82,Arbequina,Brotacion,Franco-arcilloso,Bueno,7.5,1200.9,314.0,2.4,7.4,16.9,34.2,87,2.96,4890,0.87,1195,0.0,0.0
OLV_42_2328,Granada,Intensivo,Riego,29.2,Picual,Engorde,Franco-arcilloso,Bueno,9.8,1422.7,532.0,11.2,26.4,20.8,29.8,38,1.33,9544,0.89,1838,0.0,0.0
OLV_42_2329,Córdoba,Tradicional,Riego,20.55,Hojiblanca,Brotacion,Limoso,Malo,3.1,109.5,216.0,132.3,188.2,18.6,73.0,59,1.98,7950,0.82,1388,5.01,0.0397
OLV_42_2330,Granada,Tradicional,Riego,4.31,Hojiblanca,Cuajado,Limoso,Bueno,2.0,1572.5,655.0,151.0,380.0,9.1,54.8,36,1.41,8826,0.8,1295,5.15,0.2252
OLV_42_2331,Córdoba,Tradicional,Secano,6.23,Cornicabra,Cuajado,Limoso,Malo,6.4,650.4,216.0,132.2,218.4,21.3,73.3,145,1.61,5423,0.84,1254,2.39,0.1558
OLV_42_2332,Sevilla,Superintensivo,Riego,37.86,Hojiblanca,Engorde,Franco-arcilloso,Bueno,4.5,545.5,102.0,76.8,247.6,13.8,32.0,78,1.96,12000,0.77,1837,1.11,0.0
OLV_42_2333,Jaén,Tradicional,Secano,3.74,Picual,Brotacion,Franco-arcilloso,Malo,6.0,215.4,651.0,140.2,231.9,13.1,82.0,32,2.99,5268,0.81,1232,4.39,0.0843
OLV_42_2334,Sevilla,Tradicional,Secano,21.61,Arbequina,Engorde,Limoso,Malo,10.3,342.0,166.0,73.4,264.3,20.9,60.1,92,1.91,4987,0.81,1138,2.65,0.0
OLV_42_2335,Sevilla,Superintensivo,Riego,13.95,Manzanilla,Cuajado,Limoso,Moderado,3.9,516.9,256.0,217.4,380.0,25.4,52.2,100,2.76,12000,0.78,2137,2.65,0.191
OLV_42_2336,Córdoba,Tradicional,Secano,41.65,Hojiblanca,Cuajado,Franco-arcilloso,Moderado,1.5,139.2,381.0,303.7,380.0,10.3,73.3,58,2.89,5492,0.77,982,5.5,0.2978
OLV_42_2337,Granada,Tradicional,Secano,26.42,Arbequina,Cuajado,Franco,Malo,8.2,1516.6,729.0,74.9,187.9,15.0,55.2,95,1.08,4889,0.92,1277,1.72,0.0
